"PlotID","Date","Collector","Latitude","Longitude","Site Description","Ecosystem Class","Additional Class","Aspect","Elevation _m","Comments","Densio10","Densio20","Densio30","Densio40","Percent_Canopy_Cover","Prism_Hits","Dominant_Tree","Second_Tree","Tree_Size_Class"
425.00,8/27/2014 0:00:00,"JM",46.75,-113.84,"Forest","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",,"14",1807.00,"was labeled as shrubland",11.00,5.00,3.00,20.00,"32.4",2.00,"PSEMEN",,
426.00,8/27/2014 0:00:00,"EF",46.75,-113.83,"Forest","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",,"335",1749.00,"Habitat changed from shrubland. Plot moved 300' upslope - too steep.",21.00,21.00,23.00,22.00,"72.4",21.00,"ABILAS",,
427.00,8/27/2014 0:00:00,"EF",46.74,-113.84,"Forest","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",,"120",1812.00,"Habitat changed from shrubland. The open area on map reflects a series of meadow wetlands. This plot is slightly uphill in drier forest.",3.00,4.00,14.00,21.00,"34.9",4.00,"ABILAS",,
428.00,8/27/2014 0:00:00,"JM",46.74,-113.84,"Forest","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",,"135",1819.00,"Was labeled as shrubland.",0.00,6.00,0.00,21.00,"22.5",1.00,"PSEMEN",,
429.00,8/27/2014 0:00:00,"EF JM",46.74,-113.84,"Forest","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland",,"170",1854.00,"Habitat changed from shrubland.",21.00,21.00,21.00,22.00,"70.7",11.00,"ABILAS",,
430.00,7/24/2015 0:00:00,"LS",46.50,-113.84,"0","MFLP","0","118",1870.29,"0",14.00,11.00,10.00,10.00,"11.25",12.00,"PSEMEN","PINCON","2"
431.00,7/24/2015 0:00:00,"JM, BC",46.50,-113.84,"0","MFLP","0","149",1860.40,"0",5.00,13.00,11.00,7.00,"9",7.00,"PSEMEN","PINCON","1"
432.00,7/24/2015 0:00:00,"JM,BC",46.50,-113.84,"0","MFLP","0","138",1858.09,"0",20.00,9.00,12.00,4.00,"11.25",7.00,"PSEMEN","PINCON","1"
444.00,7/24/2015 0:00:00,"MD",46.73,-113.70,"0","WVB","0","flat",1068.63,"plot moved to valley bottom riparian",24.00,13.00,24.00,24.00,"21.25",3.00,"POPBAL","BETOCC","3"
445.00,7/24/2015 0:00:00,"EF, MD",46.73,-113.70,"0","WVB","0","300",1150.37,"0",1.00,1.00,0.00,4.00,"1.5",0.00,"POPBAL","0","3"
446.00,7/24/2015 0:00:00,"EF",46.73,-113.70,"0","WVB","0","300",1067.41,"0",2.00,24.00,12.00,14.00,"13",5.00,"POPBAL","0","3"
447.00,8/28/2014 0:00:00,"MB",46.61,-113.63,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"60",1492.00,"GAP completed at this plot.",1.00,6.00,24.00,7.00,"31.6",5.00,"PSEMEN",,
448.00,8/28/2014 0:00:00,"MB TA KP",46.61,-113.63,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"168",1294.00,"0",11.00,6.00,10.00,3.00,"25.0",10.00,"PSEMEN",,
449.00,8/28/2014 0:00:00,"TA",46.61,-113.63,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"132",1493.00,"0",11.00,0.00,6.00,4.00,"17.5",6.00,"PSEMEN",,
450.00,8/28/2014 0:00:00,"MB TA KP",46.61,-113.63,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"186",1537.00,"0",3.00,4.00,4.00,4.00,"12.5",6.00,"PINPON",,
459.00,8/22/2014 0:00:00,"EF",46.82,-113.91,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"14",1364.00,"Habitat changed from shrubland.",5.00,17.00,10.00,14.00,"38.3",5.00,"LAROCC",,
460.00,8/7/2014 0:00:00,"RAD EF",46.82,-113.91,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest","300",1241.00,"0",10.00,20.00,24.00,24.00,"64.9",2.00,"PSEMEN",,
461.00,8/15/2014 0:00:00,"JM",46.81,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest","300",1299.00,"0",23.00,24.00,23.00,22.00,"76.5",3.00,"PICENG",,
462.00,8/7/2014 0:00:00,"RD, EF",46.82,-113.91,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"300",1249.00,"0",22.00,23.00,23.00,10.00,"64.9",13.00,"PSEMEN",,
464.00,8/12/2014 0:00:00,"JM",46.76,-113.73,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"146",1357.00,"0",6.00,2.00,24.00,13.00,"37.4",3.00,"PSEMEN",,
465.00,8/12/2014 0:00:00,"EF",46.76,-113.73,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"140",1412.00,"0",24.00,0.00,3.00,4.00,"25.8",3.00,"PSEMEN",,
466.00,8/12/2014 0:00:00,"JM",46.76,-113.73,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"139",1392.00,"0",4.00,3.00,1.00,4.00,"10.0",1.00,"PSEMEN",,
467.00,8/12/2014 0:00:00,"JM",46.76,-113.73,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"126",1284.00,"0",6.00,21.00,8.00,4.00,"32.4",3.00,"PSEMEN",,
468.00,8/12/2014 0:00:00,"EF",46.76,-113.73,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"115",1323.00,"Plot moved away from small cliff.",22.00,22.00,9.00,5.00,"48.3",13.00,"PSEMEN",,
473.00,7/21/2014 0:00:00,"JM",46.57,-113.92,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"216",1255.00,"0",7.00,5.00,19.00,22.00,"44.1",3.00,"PINPON",,
475.00,7/30/2015 0:00:00,"EF",46.57,-113.65,"0","GUM","0","210",1436.31,"Plot moved 100' away from small cliff.",0.00,0.00,1.00,4.00,"1.25",2.00,"PINPON","PSEMEN","3"
476.00,7/30/2015 0:00:00,"EF",46.58,-113.66,"0","GUM","0","225",1316.65,"0",0.00,2.00,0.00,0.00,"0.5",1.00,"PINPON","0","4"
477.00,7/30/2015 0:00:00,"EF",46.58,-113.66,"0","GUM","0","150",1344.13,"0",5.00,8.00,2.00,3.00,"4.5",4.00,"PINPON","0","4"
481.00,8/5/2014 0:00:00,"EF",46.73,-113.98,"Shrubland","Inter-Mountain Basins Montane Sagebrush Steppe",,"198",1293.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
482.00,8/5/2014 0:00:00,"EF",46.73,-113.98,"Shrubland","Inter-Mountain Basins Montane Sagebrush Steppe",,"230",1304.00,"0",0.00,2.00,0.00,22.00,"20.0",2.00,"PINPON",,
483.00,8/5/2014 0:00:00,"JM",46.73,-113.98,"Shrubland","Inter-Mountain Basins Montane Sagebrush Steppe",,"212",1255.00,"0",0.00,0.00,1.00,0.00,"0.8",1.00,"PSEMEN",,
484.00,8/5/2014 0:00:00,"JM",46.74,-113.98,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"182",1234.00,"0",4.00,6.00,12.00,22.00,"36.6",4.00,"PSEMEN",,
485.00,8/5/2014 0:00:00,"JM",46.74,-113.97,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"134",1339.00,"0",5.00,3.00,0.00,6.00,"11.6",2.00,"PSEMEN",,
486.00,8/18/2015 0:00:00,"EF",46.60,-113.99,"0","OPP","0","155",1337.64,"0",6.00,11.00,19.00,1.00,"9.25",2.00,"PINPON","0","3"
488.00,8/18/2015 0:00:00,"JM",46.60,-113.90,"0","OPP","0","241",1376.93,"0",4.00,0.00,0.00,4.00,"2",2.00,"PINPON","0","3"
493.00,8/18/2015 0:00:00,"EF",46.58,-113.90,"0","OPP","0","160",1316.52,"0",15.00,4.00,3.00,2.00,"6",5.00,"PINPON","0","3"
495.00,8/5/2014 0:00:00,"RAD",46.74,-113.98,"Shrubland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"175",1341.00,"parked out pinpon with grass and shrubs",0.00,0.00,18.00,4.00,"18.3",3.00,"PINPON",,
496.00,8/5/2014 0:00:00,"RAD",46.74,-113.98,"Shrubland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"213",1320.00,"open, parked out pinpon grassland with purtri",19.00,2.00,0.00,19.00,"33.3",2.00,"PINPON",,
497.00,8/5/2014 0:00:00,"RAD",46.74,-113.98,"Shrubland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"184",1358.00,"0",0.00,22.00,22.00,9.00,"44.1",2.00,"PINPON",,
498.00,7/31/2014 0:00:00,"RAD",46.74,-113.98,"Forest","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"222",1381.00,"open, parked out PINPON grassland with some shrubs",14.00,15.00,14.00,18.00,"50.8",6.00,"PINPON",,
499.00,7/31/2014 0:00:00,"RAD",46.74,-113.97,"Shrubland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"208",1412.00,"A few PINPON",5.00,2.00,2.00,10.00,"15.8",0.00,"PINPON",,
505.00,7/17/2015 0:00:00,"MD",46.53,-113.89,"0","OPP","ODS","252",1414.64,"0",20.00,24.00,24.00,18.00,"21.5",7.00,"PINPON","PSEMEN","3"
506.00,7/17/2015 0:00:00,"JM",46.53,-113.89,"0","OPP","ODS","277",1443.51,"Moved plot to an area with more graminoids ; original location was solid PHYMAL",0.00,0.00,0.00,10.00,"2.5",5.00,"PINPON","PSEMEN","3"
507.00,7/17/2015 0:00:00,"JM",46.53,-113.89,"0","OPP","ODS","155",1413.87,"Moved plot out of creek bed into more ""parked-out"" ponderosa stand with graminoids.",4.00,20.00,1.00,5.00,"7.5",9.00,"PINPON","PSEMEN","3"
508.00,7/17/2015 0:00:00,"MD",46.53,-113.90,"0","OPP","ODS","206",1401.57,"0",19.00,0.00,7.00,18.00,"11",3.00,"PINPON","PSEMEN","2"
509.00,8/26/2014 0:00:00,"MB",46.51,-113.85,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"40",1810.00,"GAP completed at this plot.",19.00,23.00,20.00,13.00,"62.4",13.00,"PSEMEN",,
511.00,8/26/2014 0:00:00,"MB",46.51,-113.85,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"352",1767.00,"0",16.00,18.00,17.00,24.00,"62.4",9.00,"PSEMEN",,
512.00,8/26/2014 0:00:00,"MB",46.51,-113.85,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"22",1773.00,"0",18.00,20.00,14.00,16.00,"56.6",14.00,"PSEMEN",,
513.00,7/23/2014 0:00:00,"MB",46.54,-113.91,"Forest","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"184",1350.00,"Gap completed at this plot. No shrubs",2.00,5.00,19.00,8.00,"28.3",4.00,"PINPON",,
514.00,7/23/2014 0:00:00,"EF",46.54,-113.91,"Forest","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"205",1336.00,"Habitat changed from Shrubland.",21.00,2.00,1.00,5.00,"24.1",5.00,"PINPON",,
516.00,7/23/2014 0:00:00,"JM",46.54,-113.91,"Forest","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"198",1357.00,"Labeled as Shrubland in plot info sheet",17.00,19.00,5.00,8.00,"40.8",10.00,"PINPON",,
522.00,8/28/2015 0:00:00,"MD",46.72,-113.74,"0","GUM","0","224",1572.95,"0",0.00,0.00,13.00,6.00,"4.75",1.00,"PINPON","PSEMEN","3"
523.00,8/28/2015 0:00:00,"MD",46.72,-113.74,"0","GUM","0","189",1361.55,"plot moved",0.00,2.00,0.00,23.00,"6.25",1.00,"PINPON","PSEMEN","2"
524.00,8/28/2015 0:00:00,"LS",46.72,-113.75,"0","GUM","0","164",1503.14,"0",0.00,10.00,1.00,1.00,"3",1.00,"PINPON","0","4"
525.00,8/28/2015 0:00:00,"LS",46.72,-113.75,"0","GUM","0","178",1423.29,"0",2.00,5.00,0.00,0.00,"1.75",2.00,"PINPON","0","4"
527.00,8/6/2014 0:00:00,"EF",46.74,-113.96,"Shrubland","Inter-Mountain Basins Montane Sagebrush Steppe",,"170",1492.00,"0",0.00,0.00,0.00,2.00,"1.7",1.00,"PSEMEN",,
528.00,8/6/2014 0:00:00,"EF",46.74,-113.96,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"132",1519.00,"Habitat changed from shrubland.",20.00,21.00,24.00,22.00,"72.4",10.00,"PSEMEN",,
529.00,8/6/2014 0:00:00,"EF",46.75,-113.96,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"160",1590.00,"Habitat changed from shrubland.",5.00,17.00,18.00,9.00,"40.8",14.00,"PSEMEN",,
530.00,8/6/2014 0:00:00,"EF",46.74,-113.96,"Shrubland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"165",1475.00,"0",8.00,7.00,2.00,0.00,"14.1",7.00,"PSEMEN",,
538.00,8/21/2015 0:00:00,"LS",46.57,-113.82,"0","MFDSF","0","43",1924.63,"0",15.00,17.00,23.00,6.00,"15.25",19.00,"ABILAS","PINCON","3"
539.00,8/21/2015 0:00:00,"MD",46.57,-113.82,"0","MFDSF","0","71",1923.42,"plot moved into mesic forest and out of riparian",24.00,16.00,24.00,15.00,"19.75",19.00,"PINCON","ABILAS","2"
540.00,8/21/2015 0:00:00,"LS",46.57,-113.82,"0","MFDSF","0","66",1950.65,"0",15.00,10.00,24.00,23.00,"18",9.00,"PINCON","ABILAS","2"
541.00,8/21/2015 0:00:00,"MD",46.57,-113.82,"0","MFDSF","0","FLAT",1934.67,"plot moved out of riparian habitat",24.00,18.00,12.00,17.00,"17.75",6.00,"PINCON","ABILAS","2"
548.00,7/27/2015 0:00:00,"EF",46.39,-113.69,"0","WVB","0","310",1389.61,"0",1.00,0.00,1.00,1.00,"0.75",0.00,"0","0","0"
550.00,7/27/2015 0:00:00,"EF",46.40,-113.70,"0","WVB","0","310",1384.70,"0",0.00,0.00,5.00,24.00,"7.25",1.00,"POPBAL","PINPON","2"
551.00,7/28/2015 0:00:00,"EF",46.39,-113.68,"0","WVB","0","300",1393.09,"0",12.00,13.00,13.00,15.00,"13.25",9.00,"POPTRE","POPBAL","3"
552.00,7/28/2015 0:00:00,"EF",46.39,-113.68,"0","WVB","0","300",1395.25,"Plot moved 230' to be fully in WVB.",18.00,19.00,20.00,20.00,"19.25",16.00,"POPBAL","PINPON","3"
554.00,7/28/2015 0:00:00,"EF",46.39,-113.68,"0","WVB","0","300",1395.68,"Plot moved 80' to the bank.",10.00,7.00,1.00,18.00,"9",4.00,"POPBAL","PICENG","3"
567.00,8/19/2014 0:00:00,"EF",46.69,-113.79,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","35",1352.00,"0",20.00,22.00,22.00,24.00,"73.2",11.00,"PICENG",,
569.00,8/19/2014 0:00:00,"EF",46.69,-113.79,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","30",1362.00,"0",11.00,14.00,22.00,16.00,"52.4",4.00,"PICENG",,
570.00,8/19/2014 0:00:00,"JM",46.69,-113.79,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","86",1371.00,"0",24.00,15.00,17.00,20.00,"63.2",7.00,"ABIGRA",,
571.00,8/19/2014 0:00:00,"JM",46.69,-113.79,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","30",1368.00,"0",23.00,0.00,23.00,21.00,"55.7",9.00,"PICENG",,
573.00,8/25/2014 0:00:00,"TH",46.71,-113.97,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"6",1371.00,"Not wetland",17.00,10.00,24.00,13.00,"53.2",1.00,"PSEMEN",,
575.00,8/25/2014 0:00:00,"TH",46.71,-113.97,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"8",1397.00,"Not wetland; Plot on edge of timbered area",2.00,2.00,19.00,17.00,"33.3",1.00,"PSEMEN",,
577.00,8/20/2014 0:00:00,"JM",46.70,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","50",1316.00,"0",22.00,22.00,20.00,20.00,"69.9",13.00,"PICENG",,
580.00,8/20/2014 0:00:00,"EF",46.70,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","340",1341.00,"Plot moved 200ft into wetland. Roadside riparian corridor weedy.",11.00,14.00,17.00,18.00,"49.9",10.00,"PICENG",,
581.00,8/20/2014 0:00:00,"JM",46.70,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","84",1309.00,"0",14.00,19.00,18.00,19.00,"58.2",5.00,"PICENG",,
592.00,8/21/2014 0:00:00,"EF",46.76,-113.81,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","60",1386.00,"Plot moved downslope to wetland.",23.00,21.00,22.00,18.00,"69.9",6.00,"PICENG",,
593.00,8/21/2014 0:00:00,"EF",46.76,-113.81,"wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","60",1385.00,"Plot moved downslope to wetland.",22.00,24.00,20.00,20.00,"71.6",8.00,"PICENG",,
594.00,8/21/2014 0:00:00,"JM",46.76,-113.80,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","60",1379.00,"0",19.00,21.00,23.00,21.00,"69.9",4.00,"PICENG",,
595.00,8/21/2014 0:00:00,"JM",46.76,-113.80,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","60",1349.00,"0",22.00,16.00,23.00,22.00,"69.1",5.00,"ABIGRA",,
605.00,8/18/2014 0:00:00,"EF",46.76,-113.82,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","80",1495.00,"0",19.00,17.00,19.00,20.00,"62.4",14.00,"PICENG",,
606.00,8/18/2014 0:00:00,"JM",46.76,-113.82,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","90",1489.00,"0",16.00,22.00,23.00,23.00,"69.9",16.00,"PICENG",,
608.00,8/18/2014 0:00:00,"EF",46.76,-113.82,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","60",1508.00,"Plot moved 120ft to keep it in the wetland.",15.00,17.00,14.00,15.00,"50.8",6.00,"PICENG",,
609.00,8/18/2014 0:00:00,"JM",46.76,-113.82,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","50",1501.00,"0",19.00,14.00,20.00,19.00,"59.9",9.00,"PICENG",,
613.00,8/31/2015 0:00:00,"MD",46.39,-113.89,"0","WRW","0","FLAT",1502.67,"plot moved to other side of the stream",23.00,24.00,23.00,24.00,"23.5",19.00,"PICENG","PSEMEN","2"
614.00,8/31/2015 0:00:00,"MD",46.39,-113.89,"0","WRW","0","FLAT",1514.69,"plot moved to riparian habitat",22.00,24.00,24.00,22.00,"23",18.00,"PICENG","ABILAS","3"
616.00,8/14/2014 0:00:00,"JM",46.60,-113.85,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","250",1523.00,"0",15.00,14.00,4.00,9.00,"34.9",6.00,"PICENG",,
617.00,8/13/2014 0:00:00,"JM",46.60,-113.85,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","250",1537.00,"0",18.00,22.00,10.00,11.00,"50.8",7.00,"PICENG",,
618.00,8/13/2014 0:00:00,"EF",46.59,-113.85,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest","355",1551.00,"Plot moved 120ft downslope to keep it in the wetland. Area currently used by cattle.",7.00,5.00,5.00,5.00,"18.3",3.00,"PSEMEN",,
619.00,8/13/2014 0:00:00,"EF",46.60,-113.86,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest","305",1515.00,"cattle currently grazing the area",2.00,12.00,15.00,23.00,"43.3",6.00,"PSEMEN",,
620.00,7/29/2015 0:00:00,"EF",46.43,-113.74,"0","WRW","0","300",1339.45,"High densiometer readings due to ALNINC canopy. Most are >2m tall.",24.00,23.00,22.00,24.00,"23.25",2.00,"PICENG","0","4"
621.00,7/29/2015 0:00:00,"EF",46.43,-113.74,"0","WRW","0","300",1345.76,"Plot moved into mountain riparian HT.",24.00,21.00,14.00,24.00,"20.75",6.00,"PINPON","PICENG","4"
623.00,7/29/2015 0:00:00,"EF",46.43,-113.74,"0","WRW","0","300",1342.36,"Plot moved to mountain riparian HT. Densiometer readings due to nearly continuous ALNINC canopy - most are >2m tall.",23.00,24.00,24.00,24.00,"23.75",5.00,"PICENG","0","3"
628.00,7/20/2015 0:00:00,"MD",46.75,-114.00,"0","GUM","SHR","125",1348.20,"Plot habitat not as expected, small amount of sage",12.00,13.00,0.00,0.00,"6.25",5.00,"PINPON","0","3"
629.00,7/20/2015 0:00:00,"LS",46.75,-114.00,"0","SHR","0","151",1370.66,"Moved plot from original coordinates to be in the target habitat type (sagebrush steppe).",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
630.00,7/20/2015 0:00:00,"MD",46.75,-114.00,"0","GUM","0","87",1326.37,"Different habitat than expected, plot moved out of riparian area into grassland",24.00,11.00,14.00,24.00,"18.25",5.00,"PINPON","0","3"
631.00,7/20/2015 0:00:00,"MD, LS",46.75,-114.01,"0","SHR","0","156",1436.03,"plot moved to desired habitat",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
632.00,8/25/2014 0:00:00,"JM",46.67,-113.76,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","115",1391.00,"0",22.00,18.00,21.00,13.00,"61.6",4.00,"PICENG",,
633.00,8/25/2014 0:00:00,"JM",46.67,-113.76,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","115",1413.00,"0",21.00,23.00,20.00,23.00,"72.4",7.00,"PICENG",,
634.00,8/25/2014 0:00:00,"EF",46.67,-113.77,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","110",1418.00,"Plot relocated upstream due to dangerously steep and difficult access lower down.",23.00,20.00,23.00,23.00,"74.0",15.00,"PICENG",,
635.00,8/25/2014 0:00:00,"EF",46.67,-113.76,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland","70",1331.00,"0",23.00,22.00,24.00,23.00,"76.5",13.00,"PICENG",,
646.00,8/15/2014 0:00:00,"EF",46.81,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","300",1372.00,"0",22.00,21.00,19.00,19.00,"67.4",9.00,"PICENG",,
648.00,8/15/2014 0:00:00,"EF",46.81,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","290",1398.00,"0",24.00,19.00,18.00,22.00,"69.1",6.00,"ABIGRA",,
649.00,8/15/2014 0:00:00,"JM",46.82,-113.91,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland","Rocky Mountain Mesic Montane Mixed Conifer Forest","300",1344.00,"0",10.00,13.00,18.00,24.00,"54.1",5.00,"PICENG",,
658.00,8/27/2015 0:00:00,"JM",46.46,-113.91,"0","OPP","0","130",1482.35,"0",17.00,13.00,5.00,13.00,"12",5.00,"PINPON","JUNSCO","2"
659.00,8/27/2015 0:00:00,"MD",46.46,-113.91,"0","OPP","0","103",1533.10,"0",22.00,17.00,19.00,13.00,"17.75",8.00,"PINPON","JUNSCO","2"
660.00,8/27/2015 0:00:00,"JM",46.46,-113.91,"0","OPP","0","258",1489.09,"0",18.00,24.00,17.00,6.00,"16.25",9.00,"PINPON","JUNSCO","3"
671.00,7/16/2014 0:00:00,"EF",46.46,-113.90,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"105",1675.00,"Habitat changed from wetland",15.00,16.00,11.00,16.00,"48.3",11.00,"PSEMEN",,
672.00,7/15/2014 0:00:00,"RD  MB",46.47,-113.90,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"167",1750.00,"0",22.00,9.00,6.00,20.00,"47.4",4.00,"PSEMEN",,
673.00,7/15/2014 0:00:00,"RAD",46.47,-113.90,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"182",1725.00,"0",8.00,20.00,13.00,22.00,"52.4",7.00,"PSEMEN",,
674.00,7/16/2014 0:00:00,"JM",46.47,-113.90,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"102",1698.00,"Marked as wetland in info sheet.",20.00,21.00,23.00,16.00,"66.6",12.00,"PINPON",,
675.00,7/15/2014 0:00:00,"JM",46.47,-113.90,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"152",1812.00,"Was labeled as a wetland in plot  info form.",20.00,14.00,12.00,14.00,"49.9",5.00,"PSEMEN",,
676.00,7/15/2014 0:00:00,"JM",46.47,-113.89,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"154",1745.00,"Was labeled as  wetland in plot info.",12.00,18.00,20.00,16.00,"54.9",5.00,"PINPON",,
677.00,7/15/2014 0:00:00,"EF",46.47,-113.89,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"100",1717.00,"Habitat change - was wetland",9.00,7.00,10.00,10.00,"30.0",3.00,"PINPON",,
678.00,7/15/2014 0:00:00,"EF",46.47,-113.89,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"235",1802.00,"Habitat change, was wetland",11.00,8.00,22.00,24.00,"54.1",3.00,"PSEMEN",,
680.00,7/9/2014 0:00:00,"EF, JM",46.66,-113.84,"Grassland",,,"140",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
680.00,9/4/2014 0:00:00,"EF",46.66,-113.84,"Grassland",,,"170",,,0.00,0.00,0.00,0.00,"0",0.00,"0",,
680.00,9/23/2014 0:00:00,"EF",46.66,-113.84,"Grassland",,,"140",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
680.00,6/1/2015 0:00:00,"JM,MD,LS,RD",46.66,-113.84,"0","GUM","0","132",0.00,"No grass in 20m clip plot  ",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
680.00,6/17/2015 0:00:00,"MD,RD",46.66,-113.84,"0","GUM","0","138",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
